пЕГСКЭРЮРШ ЮМЮКХГЮ ЮМНЛЮКХИ ЛЕРНДНЛ Z-score
==========================================

яРНКАЕЖ: Feature_1
оНПНЦ Z-score: 2.00
бЯЕЦН ГМЮВЕМХИ: 1200
йНКХВЕЯРБН ЮМНЛЮКХИ: 52
оПНЖЕМР ЮМНЛЮКХИ: 4.33%

дЕРЮКЭМШЕ ПЕГСКЭРЮРШ:
яРПНЙЮ	гМЮВЕМХЕ	Z-score	юМНЛЮКХЪ
288	0.047	0.0372	мер
289	1.748	1.7302	мер
290	-0.621	-0.6276	мер
291	0.103	0.0930	мер
292	0.202	0.1915	мер
293	1.187	1.1718	мер
294	2.358	2.3373	дю
295	0.415	0.4035	мер
296	0.505	0.4931	мер
297	-1.6	-1.6020	мер
298	0.606	0.5936	мер
299	1.156	1.1410	мер
300	-0.675	-0.6814	мер
301	1.174	1.1589	мер
302	1.324	1.3082	мер
303	0.244	0.2333	мер
304	-2.122	-2.1216	дю
305	0.072	0.0621	мер
306	0.05	0.0402	мер
307	-1.08	-1.0845	мер
308	1.696	1.6784	мер
309	1.023	1.0086	мер
310	1.621	1.6038	мер
311	1.646	1.6287	мер
312	0.563	0.5508	мер
313	-0.626	-0.6326	мер
314	0.204	0.1935	мер
315	-0.391	-0.3987	мер
316	-0.92	-0.9252	мер
317	0.201	0.1905	мер
318	0.265	0.2542	мер
319	0.936	0.9220	мер
320	1.384	1.3679	мер
321	-0.633	-0.6396	мер
322	1.34	1.3241	мер
323	0.828	0.8145	мер
324	1.325	1.3092	мер
325	-0.249	-0.2574	мер
326	0.605	0.5926	мер
327	0.074	0.0641	мер
328	-1.808	-1.8090	мер
329	0.704	0.6911	мер
330	-0.683	-0.6893	мер
331	0.852	0.8384	мер
332	-0.611	-0.6177	мер
333	-0.208	-0.2166	мер
334	1.175	1.1599	мер
335	-1.047	-1.0516	мер
336	0.952	0.9380	мер
337	-0.043	-0.0524	мер
338	0.755	0.7419	мер
339	0.989	0.9748	мер
340	-0.124	-0.1330	мер
341	1.937	1.9183	мер
342	-0.353	-0.3609	мер
343	0.171	0.1606	мер
344	-0.788	-0.7938	мер
345	0.735	0.7220	мер
346	-0.196	-0.2046	мер
347	0.747	0.7339	мер
348	-1.459	-1.4617	мер
349	1.873	1.8546	мер
350	-1.162	-1.1661	мер
351	-1.034	-1.0387	мер
352	0.675	0.6623	мер
353	-1.181	-1.1850	мер
354	2.314	2.2935	дю
355	-1.253	-1.2566	мер
356	0.604	0.5916	мер
357	0.368	0.3567	мер
358	1.146	1.1310	мер
359	0.113	0.1029	мер
360	-0.18	-0.1887	мер
361	-0.685	-0.6913	мер
362	-0.354	-0.3619	мер
363	-1.007	-1.0118	мер
364	0.385	0.3736	мер
365	2.178	2.1582	дю
366	0.706	0.6931	мер
367	0.703	0.6901	мер
368	-1.899	-1.8996	мер
369	0.646	0.6334	мер
370	-0.661	-0.6674	мер
371	0.152	0.1417	мер
372	-0.946	-0.9511	мер
373	-0.3	-0.3081	мер
374	-0.663	-0.6694	мер
375	0.427	0.4154	мер
376	-1.053	-1.0576	мер
377	0.2	0.1895	мер
378	-0.333	-0.3410	мер
379	-0.891	-0.8964	мер
380	1.787	1.7690	мер
381	-0.952	-0.9571	мер
382	-0.262	-0.2703	мер
383	0.242	0.2313	мер
384	-0.9	-0.9053	мер
385	0.215	0.2044	мер
386	-1.397	-1.4000	мер
387	-0.917	-0.9222	мер
388	0.57	0.5578	мер
389	-1.217	-1.2208	мер
390	0.729	0.7160	мер
391	-0.322	-0.3300	мер
392	-1.022	-1.0267	мер
393	-1.605	-1.6070	мер
394	0.036	0.0263	мер
395	3.803	3.7755	дю
396	-0.013	-0.0225	мер
397	0.197	0.1865	мер
398	-1.267	-1.2706	мер
399	0.676	0.6633	мер
400	-2.211	-2.2101	дю
401	-1.463	-1.4657	мер
402	-0.191	-0.1997	мер
403	-0.496	-0.5032	мер
404	-0.571	-0.5779	мер
405	0.602	0.5896	мер
406	0.019	0.0094	мер
407	0.638	0.6254	мер
408	-0.331	-0.3390	мер
409	-1.299	-1.3024	мер
410	-1.901	-1.9016	мер
411	-0.194	-0.2026	мер
412	0.557	0.5448	мер
413	1.338	1.3221	мер
414	0.586	0.5737	мер
415	1.558	1.5411	мер
416	-1.058	-1.0626	мер
417	-0.252	-0.2604	мер
418	2.338	2.3174	дю
419	-1.498	-1.5005	мер
420	1.048	1.0335	мер
421	-0.633	-0.6396	мер
422	0.17	0.1596	мер
423	0.347	0.3358	мер
424	-0.323	-0.3310	мер
425	2.342	2.3214	дю
426	2.027	2.0079	дю
427	0.152	0.1417	мер
428	-1.512	-1.5144	мер
429	0.693	0.6802	мер
430	-0.687	-0.6933	мер
431	0.41	0.3985	мер
432	2.232	2.2119	дю
433	2.084	2.0646	дю
434	-0.488	-0.4953	мер
435	0.739	0.7260	мер
436	-0.539	-0.5460	мер
437	-1.192	-1.1959	мер
438	0.056	0.0462	мер
439	1.166	1.1509	мер
440	-0.503	-0.5102	мер
441	0.347	0.3358	мер
442	0.101	0.0910	мер
443	-0.832	-0.8376	мер
444	-0.612	-0.6187	мер
445	-0.809	-0.8147	мер
446	1.079	1.0644	мер
447	0.418	0.4065	мер
448	1.421	1.4047	мер
449	-0.181	-0.1897	мер
450	-0.765	-0.7710	мер
451	-1.519	-1.5214	мер
452	-0.565	-0.5719	мер
453	0.172	0.1616	мер
454	-0.772	-0.7779	мер
455	-1.155	-1.1591	мер
456	-1.876	-1.8767	мер
457	-0.78	-0.7859	мер
458	-0.591	-0.5978	мер
459	-2.002	-2.0021	дю
460	-1.074	-1.0785	мер
461	0.721	0.7080	мер
462	0.398	0.3866	мер
463	0.22	0.2094	мер
464	1.324	1.3082	мер
465	-1.915	-1.9155	мер
466	0.503	0.4911	мер
467	-2.143	-2.1425	дю
468	1.391	1.3749	мер
469	0.121	0.1109	мер
470	3.197	3.1724	дю
471	0.33	0.3189	мер
472	-0.884	-0.8894	мер
473	-0.678	-0.6844	мер
474	1.564	1.5471	мер
475	-1.545	-1.5473	мер
476	-1.051	-1.0556	мер
477	0.267	0.2562	мер
478	0.19	0.1795	мер
479	0.241	0.2303	мер
480	-0.34	-0.3480	мер
481	-0.769	-0.7749	мер
482	0.661	0.6483	мер
483	-0.828	-0.8337	мер
484	2.985	2.9614	дю
485	-1.257	-1.2606	мер
486	0.015	0.0054	мер
487	-0.025	-0.0344	мер
488	-0.691	-0.6973	мер
489	-1.423	-1.4258	мер
490	0.296	0.2850	мер
491	-0.701	-0.7073	мер
492	1.451	1.4346	мер
493	-0.854	-0.8595	мер
494	0.494	0.4821	мер
495	0.256	0.2452	мер
496	0.768	0.7548	мер
497	-1.205	-1.2089	мер
498	0.642	0.6294	мер
499	1.076	1.0614	мер
500	1.488	1.4714	мер
501	-1.762	-1.7632	мер
502	-0.853	-0.8585	мер
503	1.111	1.0962	мер
504	-0.145	-0.1539	мер
505	-0.087	-0.0961	мер
506	0.228	0.2174	мер
507	-0.919	-0.9242	мер
508	-0.958	-0.9630	мер
509	0.111	0.1009	мер
510	0.293	0.2821	мер
511	-1.051	-1.0556	мер
512	-1.774	-1.7752	мер
513	-0.011	-0.0205	мер
514	0.01	0.0004	мер
515	-0.737	-0.7431	мер
516	0.418	0.4065	мер
517	0.949	0.9350	мер
518	1.433	1.4167	мер
519	-0.429	-0.4365	мер
520	-0.206	-0.2146	мер
521	0.3	0.2890	мер
522	1.967	1.9482	мер
523	0.183	0.1726	мер
524	-0.778	-0.7839	мер
525	-1.434	-1.4368	мер
526	0.235	0.2243	мер
527	-0.555	-0.5619	мер
528	1.426	1.4097	мер
529	-0.564	-0.5709	мер
530	-0.258	-0.2663	мер
531	0.599	0.5866	мер
532	-0.472	-0.4793	мер
533	-0.648	-0.6545	мер
534	-1.505	-1.5075	мер
535	-1.186	-1.1900	мер
536	0.244	0.2333	мер
537	-1.478	-1.4806	мер
538	-1.503	-1.5055	мер
539	0.502	0.4901	мер
540	0.631	0.6185	мер
541	-0.561	-0.5679	мер
542	0.225	0.2144	мер
543	-0.225	-0.2335	мер
544	1.774	1.7561	мер
545	-1.019	-1.0238	мер
546	-0.995	-0.9999	мер
547	0.118	0.1079	мер
548	0.316	0.3050	мер
549	1.041	1.0265	мер
550	0.831	0.8175	мер
551	-1.416	-1.4189	мер
552	-1.381	-1.3840	мер
553	-0.715	-0.7212	мер
554	-0.306	-0.3141	мер
555	-1.432	-1.4348	мер
556	0.429	0.4174	мер
557	-1.808	-1.8090	мер
558	0.059	0.0492	мер
559	-0.033	-0.0424	мер
560	-1.516	-1.5184	мер
561	0.172	0.1616	мер
562	-0.478	-0.4853	мер
563	-0.202	-0.2106	мер
564	0.231	0.2204	мер
565	0.933	0.9190	мер
566	0.563	0.5508	мер
567	0.629	0.6165	мер
568	0.646	0.6334	мер
569	-0.33	-0.3380	мер
570	-0.581	-0.5878	мер
571	0.88	0.8663	мер
572	-1.25	-1.2537	мер
573	1.538	1.5212	мер
574	-0.121	-0.1300	мер
575	-0.26	-0.2683	мер
576	-0.526	-0.5331	мер
577	-0.605	-0.6117	мер
578	-1.391	-1.3940	мер
579	0.217	0.2064	мер
580	0.887	0.8733	мер
581	-0.572	-0.5789	мер
582	-0.17	-0.1788	мер
583	-0.027	-0.0364	мер
584	1.363	1.3470	мер
585	-0.535	-0.5420	мер
586	-0.466	-0.4734	мер
587	-0.154	-0.1628	мер
588	-0.361	-0.3689	мер
589	-1.763	-1.7642	мер
590	0.75	0.7369	мер
591	-0.537	-0.5440	мер
592	0.826	0.8125	мер
593	-0.483	-0.4903	мер
594	0.168	0.1576	мер
595	-0.224	-0.2325	мер
596	-0.885	-0.8904	мер
597	1.531	1.5142	мер
598	-1.545	-1.5473	мер
599	-0.129	-0.1379	мер
600	0.497	0.4851	мер
601	0.915	0.9011	мер
602	-0.286	-0.2942	мер
603	0.223	0.2124	мер
604	1.072	1.0574	мер
605	-1.866	-1.8668	мер
606	-0.934	-0.9392	мер
607	0.643	0.6304	мер
608	2.71	2.6877	дю
609	4.155	4.1258	дю
610	-0.4	-0.4077	мер
611	-1.545	-1.5473	мер
612	0.52	0.5080	мер
613	1.762	1.7441	мер
614	-1.064	-1.0685	мер
615	-0.016	-0.0255	мер
616	-0.883	-0.8884	мер
617	0.46	0.4483	мер
618	-1.018	-1.0228	мер
619	1.186	1.1708	мер
620	-2.47	-2.4679	дю
621	1.697	1.6794	мер
622	-0.911	-0.9163	мер
623	0.241	0.2303	мер
624	-0.082	-0.0912	мер
625	0.828	0.8145	мер
626	0.379	0.3677	мер
627	-1.139	-1.1432	мер
628	1.129	1.1141	мер
629	1.955	1.9362	мер
630	1.283	1.2674	мер
631	-0.365	-0.3728	мер
632	-0.569	-0.5759	мер
633	-0.55	-0.5570	мер
634	-0.827	-0.8327	мер
635	-1.362	-1.3651	мер
636	-0.075	-0.0842	мер
637	0.221	0.2104	мер
638	0.028	0.0183	мер
639	-1.087	-1.0914	мер
640	-0.694	-0.7003	мер
641	-0.337	-0.3450	мер
642	-0.102	-0.1111	мер
643	0.18	0.1696	мер
644	-0.669	-0.6754	мер
645	1.495	1.4784	мер
646	-0.336	-0.3440	мер
647	-0.049	-0.0583	мер
648	0.016	0.0064	мер
649	1.211	1.1957	мер
650	-0.363	-0.3708	мер
651	-0.4	-0.4077	мер
652	-0.474	-0.4813	мер
653	-0.358	-0.3659	мер
654	0.906	0.8922	мер
655	0.265	0.2542	мер
656	-0.166	-0.1748	мер
657	0.251	0.2403	мер
658	-0.167	-0.1758	мер
659	-1.2	-1.2039	мер
660	0.05	0.0402	мер
661	1.486	1.4694	мер
662	0.74	0.7270	мер
663	0.466	0.4542	мер
664	-2.057	-2.0569	дю
665	0.558	0.5458	мер
666	0.343	0.3318	мер
667	-0.278	-0.2862	мер
668	-2.008	-2.0081	дю
669	0.087	0.0770	мер
670	-0.144	-0.1529	мер
671	0.749	0.7359	мер
672	1.455	1.4386	мер
673	-0.131	-0.1399	мер
674	0.782	0.7688	мер
675	0.141	0.1308	мер
676	-1.284	-1.2875	мер
677	-1.187	-1.1910	мер
678	0.739	0.7260	мер
679	-0.469	-0.4763	мер
680	1.679	1.6615	мер
681	1.655	1.6376	мер
682	-0.582	-0.5888	мер
683	0.849	0.8354	мер
684	-1.878	-1.8787	мер
685	-0.412	-0.4196	мер
686	2.424	2.4030	дю
687	1.568	1.5510	мер
688	-1.548	-1.5503	мер
689	-1.671	-1.6727	мер
690	0.563	0.5508	мер
691	-0.297	-0.3052	мер
692	-0.04	-0.0494	мер
693	0.187	0.1766	мер
694	-0.708	-0.7142	мер
695	-1.605	-1.6070	мер
696	-1.319	-1.3223	мер
697	0.213	0.2024	мер
698	-0.574	-0.5809	мер
699	-1.179	-1.1830	мер
700	0.446	0.4343	мер
701	-2.658	-2.6550	дю
702	1.004	0.9897	мер
703	1.214	1.1987	мер
704	0.274	0.2631	мер
705	0.726	0.7130	мер
706	-0.833	-0.8386	мер
707	-1.958	-1.9583	мер
708	-0.208	-0.2166	мер
709	0.579	0.5667	мер
710	-0.65	-0.6565	мер
711	0.421	0.4095	мер
712	0.737	0.7240	мер
713	-0.485	-0.4923	мер
714	0.921	0.9071	мер
715	-0.295	-0.3032	мер
716	-0.9	-0.9053	мер
717	0.752	0.7389	мер
718	-0.488	-0.4953	мер
719	-1.061	-1.0656	мер
720	0.921	0.9071	мер
721	-1.866	-1.8668	мер
722	-0.567	-0.5739	мер
723	-0.153	-0.1618	мер
724	0.138	0.1278	мер
725	-0.883	-0.8884	мер
726	0.249	0.2383	мер
727	0.503	0.4911	мер
728	2.519	2.4976	дю
729	-0.839	-0.8446	мер
730	1.407	1.3908	мер
731	-0.004	-0.0135	мер
732	-1.17	-1.1740	мер
733	-0.307	-0.3151	мер
734	-0.428	-0.4355	мер
735	-1.092	-1.0964	мер
736	-0.356	-0.3639	мер
737	0.889	0.8752	мер
738	-0.589	-0.5958	мер
739	-1.351	-1.3542	мер
740	-0.636	-0.6426	мер
741	0.769	0.7558	мер
742	-0.226	-0.2345	мер
743	-0.088	-0.0971	мер
744	0.056	0.0462	мер
745	0.882	0.8683	мер
746	0.326	0.3149	мер
747	0.477	0.4652	мер
748	1.369	1.3530	мер
749	-0.286	-0.2942	мер
750	1.344	1.3281	мер
751	0.05	0.0402	мер
752	-1.107	-1.1113	мер
753	0.287	0.2761	мер
754	2.014	1.9949	мер
755	0.645	0.6324	мер
756	-1.047	-1.0516	мер
757	0.055	0.0452	мер
758	-0.783	-0.7889	мер
759	-0.848	-0.8536	мер
760	0.956	0.9419	мер
761	-1.013	-1.0178	мер
762	0.587	0.5747	мер
763	-0.872	-0.8774	мер
764	-1.041	-1.0456	мер
765	-0.433	-0.4405	мер
766	-0.44	-0.4475	мер
767	0.558	0.5458	мер
768	0.116	0.1059	мер
769	-1.144	-1.1482	мер
770	-0.205	-0.2136	мер
771	-0.587	-0.5938	мер
772	-0.409	-0.4166	мер
773	0.59	0.5777	мер
774	0.333	0.3219	мер
775	0.475	0.4632	мер
776	-0.386	-0.3937	мер
777	-0.509	-0.5162	мер
778	-0.984	-0.9889	мер
779	0.63	0.6175	мер
780	0.086	0.0760	мер
781	-1.192	-1.1959	мер
782	-1.336	-1.3393	мер
783	-1.624	-1.6259	мер
784	0.702	0.6891	мер
785	-0.863	-0.8685	мер
786	-0.066	-0.0752	мер
787	0.287	0.2761	мер
788	0.663	0.6503	мер
789	0.09	0.0800	мер
790	1.456	1.4396	мер
791	0.236	0.2253	мер
792	-0.78	-0.7859	мер
793	-0.177	-0.1857	мер
794	0.253	0.2422	мер
795	0.112	0.1019	мер
796	0.2	0.1895	мер
797	-1.247	-1.2507	мер
798	1.12	1.1052	мер
799	0.656	0.6433	мер
800	-1.148	-1.1521	мер
801	-0.402	-0.4097	мер
802	-1.053	-1.0576	мер
803	-0.539	-0.5460	мер
804	-0.045	-0.0543	мер
805	1.272	1.2564	мер
806	1.888	1.8695	мер
807	-0.106	-0.1151	мер
808	-0.668	-0.6744	мер
809	0.795	0.7817	мер
810	-0.147	-0.1559	мер
811	0.388	0.3766	мер
812	-0.806	-0.8118	мер
813	1.037	1.0226	мер
814	0.234	0.2233	мер
815	-0.414	-0.4216	мер
816	-1.278	-1.2815	мер
817	0.515	0.5030	мер
818	0.666	0.6533	мер
819	0.198	0.1875	мер
820	0.478	0.4662	мер
821	0.562	0.5498	мер
822	-0.418	-0.4256	мер
823	1.397	1.3809	мер
824	-0.367	-0.3748	мер
825	-1.473	-1.4756	мер
826	-0.633	-0.6396	мер
827	1.058	1.0435	мер
828	0.496	0.4841	мер
829	-0.804	-0.8098	мер
830	-1.136	-1.1402	мер
831	-0.959	-0.9640	мер
832	-1.048	-1.0526	мер
833	-0.267	-0.2753	мер
834	-0.1	-0.1091	мер
835	1.5	1.4834	мер
836	-0.814	-0.8197	мер
837	0.493	0.4811	мер
838	-1.5	-1.5025	мер
839	-0.521	-0.5281	мер
840	-1.445	-1.4477	мер
841	1.483	1.4664	мер
842	-0.153	-0.1618	мер
843	-0.718	-0.7242	мер
844	0.159	0.1487	мер
845	0.01	0.0004	мер
846	-0.7	-0.7063	мер
847	0.921	0.9071	мер
848	-0.203	-0.2116	мер
849	-0.426	-0.4335	мер
850	0.56	0.5478	мер
851	0.823	0.8096	мер
852	-0.841	-0.8466	мер
853	0.072	0.0621	мер
854	0.078	0.0681	мер
855	0.831	0.8175	мер
856	-0.638	-0.6445	мер
857	1.21	1.1947	мер
858	-0.351	-0.3589	мер
859	0.278	0.2671	мер
860	-0.322	-0.3300	мер
861	-0.198	-0.2066	мер
862	0.189	0.1786	мер
863	1.874	1.8556	мер
864	-0.312	-0.3201	мер
865	-0.699	-0.7053	мер
866	0.498	0.4861	мер
867	0.757	0.7439	мер
868	-0.363	-0.3708	мер
869	0.981	0.9668	мер
870	-1.445	-1.4477	мер
871	0.761	0.7479	мер
872	0.745	0.7319	мер
873	1.004	0.9897	мер
874	0.112	0.1019	мер
875	1.734	1.7163	мер
876	0.484	0.4722	мер
877	-0.992	-0.9969	мер
878	-0.022	-0.0315	мер
879	-0.585	-0.5918	мер
880	0.89	0.8762	мер
881	-1.099	-1.1034	мер
882	-1.11	-1.1143	мер
883	-2.193	-2.1922	дю
884	0.218	0.2074	мер
885	-0.078	-0.0872	мер
886	-0.392	-0.3997	мер
887	-0.266	-0.2743	мер
888	-1.378	-1.3811	мер
889	-0.552	-0.5590	мер
890	-1.345	-1.3482	мер
891	-0.477	-0.4843	мер
892	-0.708	-0.7142	мер
893	0.278	0.2671	мер
894	-0.78	-0.7859	мер
895	-0.454	-0.4614	мер
896	0.038	0.0283	мер
897	-0.189	-0.1977	мер
898	0.64	0.6274	мер
899	1.753	1.7352	мер
900	-0.273	-0.2813	мер
901	-1.505	-1.5075	мер
902	0.714	0.7011	мер
903	0.42	0.4085	мер
904	-1.764	-1.7652	мер
905	1.356	1.3400	мер
906	0.332	0.3209	мер
907	0.497	0.4851	мер
908	-0.389	-0.3967	мер
909	-0.839	-0.8446	мер
910	0.325	0.3139	мер
911	1.545	1.5282	мер
912	-0.136	-0.1449	мер
913	0.815	0.8016	мер
914	0.047	0.0372	мер
915	1.195	1.1798	мер
916	0.768	0.7548	мер
917	2.715	2.6926	дю
918	-0.277	-0.2853	мер
919	-0.668	-0.6744	мер
920	1.009	0.9947	мер
921	-1.015	-1.0198	мер
922	0.538	0.5259	мер
923	-0.831	-0.8366	мер
924	-0.87	-0.8755	мер
925	-1.924	-1.9245	мер
926	-1.246	-1.2497	мер
927	-1.571	-1.5731	мер
928	0.271	0.2602	мер
929	-0.443	-0.4505	мер
930	0.05	0.0402	мер
931	-0.665	-0.6714	мер
932	0.971	0.9569	мер
933	0.87	0.8563	мер
934	0.316	0.3050	мер
935	0.85	0.8364	мер
936	-0.738	-0.7441	мер
937	-1.501	-1.5035	мер
938	-0.5	-0.5072	мер
939	-0.323	-0.3310	мер
940	1.271	1.2554	мер
941	-0.033	-0.0424	мер
942	0.345	0.3338	мер
943	0.25	0.2393	мер
944	-0.342	-0.3499	мер
945	0.908	0.8942	мер
946	-0.162	-0.1708	мер
947	0.245	0.2343	мер
948	2.772	2.7494	дю
949	-0.96	-0.9650	мер
950	0.453	0.4413	мер
951	1.063	1.0484	мер
952	-0.173	-0.1817	мер
953	-0.564	-0.5709	мер
954	0.549	0.5369	мер
955	0.013	0.0034	мер
956	-1.363	-1.3661	мер
957	0.728	0.7150	мер
958	-1.433	-1.4358	мер
959	-1.799	-1.8001	мер
960	-1.472	-1.4746	мер
961	-0.712	-0.7182	мер
962	-0.836	-0.8416	мер
963	0.983	0.9688	мер
964	-0.589	-0.5958	мер
965	1.546	1.5292	мер
966	1.695	1.6774	мер
967	0.21	0.1995	мер
968	-0.379	-0.3868	мер
969	0.234	0.2233	мер
970	-0.203	-0.2116	мер
971	0.9	0.8862	мер
972	1.79	1.7720	мер
973	0.234	0.2233	мер
974	-1.882	-1.8827	мер
975	-0.386	-0.3937	мер
976	-1.299	-1.3024	мер
977	-1.619	-1.6209	мер
978	-0.585	-0.5918	мер
979	1.362	1.3460	мер
980	-0.237	-0.2454	мер
981	-0.359	-0.3669	мер
982	2.37	2.3493	дю
983	-0.12	-0.1290	мер
984	0.431	0.4194	мер
985	-1.647	-1.6488	мер
986	-0.073	-0.0822	мер
987	-0.866	-0.8715	мер
988	-1.962	-1.9623	мер
989	0.83	0.8165	мер
990	1.791	1.7730	мер
991	-0.416	-0.4236	мер
992	-0.948	-0.9531	мер
993	0.027	0.0173	мер
994	-0.386	-0.3937	мер
995	0.441	0.4294	мер
996	-0.429	-0.4365	мер
997	-1.613	-1.6150	мер
998	-0.64	-0.6465	мер
999	-0.149	-0.1579	мер
1000	1.203	1.1878	мер
1001	-0.857	-0.8625	мер
1002	2.101	2.0815	дю
1003	0.047	0.0372	мер
1004	-1.028	-1.0327	мер
1005	-0.808	-0.8137	мер
1006	-1.133	-1.1372	мер
1007	0.295	0.2841	мер
1008	-0.332	-0.3400	мер
1009	2.558	2.5364	дю
1010	1.415	1.3988	мер
1011	1.268	1.2525	мер
1012	-0.444	-0.4515	мер
1013	-0.249	-0.2574	мер
1014	-0.207	-0.2156	мер
1015	-1.506	-1.5085	мер
1016	0.673	0.6603	мер
1017	0.191	0.1805	мер
1018	-0.375	-0.3828	мер
1019	0.878	0.8643	мер
1020	0.653	0.6404	мер
1021	0.986	0.9718	мер
1022	-0.388	-0.3957	мер
1023	1.987	1.9681	мер
1024	-0.609	-0.6157	мер
1025	-0.631	-0.6376	мер
1026	-0.095	-0.1041	мер
1027	0.672	0.6593	мер
1028	1.418	1.4018	мер
1029	-0.929	-0.9342	мер
1030	1.068	1.0534	мер
1031	-0.608	-0.6147	мер
1032	0.445	0.4333	мер
1033	1.654	1.6366	мер
1034	2.123	2.1034	дю
1035	0.595	0.5826	мер
1036	0.384	0.3726	мер
1037	-2.377	-2.3753	дю
1038	0.055	0.0452	мер
1039	-2.264	-2.2629	дю
1040	-0.791	-0.7968	мер
1041	1.024	1.0096	мер
1042	-0.67	-0.6764	мер
1043	2.193	2.1731	дю
1044	-0.124	-0.1330	мер
1045	0.1	0.0900	мер
1046	-0.633	-0.6396	мер
1047	1.398	1.3818	мер
1048	-0.588	-0.5948	мер
1049	0.007	-0.0026	мер
1050	1.042	1.0275	мер
1051	1.978	1.9591	мер
1052	0.215	0.2044	мер
1053	-0.093	-0.1021	мер
1054	0.563	0.5508	мер
1055	-0.7	-0.7063	мер
1056	-0.906	-0.9113	мер
1057	1.025	1.0106	мер
1058	-1.256	-1.2596	мер
1059	-0.945	-0.9501	мер
1060	0.112	0.1019	мер
1061	0.048	0.0382	мер
1062	-0.012	-0.0215	мер
1063	-0.377	-0.3848	мер
1064	-0.105	-0.1141	мер
1065	-0.901	-0.9063	мер
1066	-0.372	-0.3798	мер
1067	-1.553	-1.5552	мер
1068	1.61	1.5928	мер
1069	0.101	0.0910	мер
1070	-0.152	-0.1608	мер
1071	1.178	1.1629	мер
1072	1.735	1.7173	мер
1073	0.165	0.1547	мер
1074	-0.356	-0.3639	мер
1075	1.906	1.8875	мер
1076	0.308	0.2970	мер
1077	-1.101	-1.1054	мер
1078	1.686	1.6685	мер
1079	0.188	0.1776	мер
1080	-1.193	-1.1969	мер
1081	0.146	0.1358	мер
1082	-1.077	-1.0815	мер
1083	-0.09	-0.0991	мер
1084	-1.01	-1.0148	мер
1085	1.343	1.3271	мер
1086	0.026	0.0163	мер
1087	-0.017	-0.0265	мер
1088	-0.531	-0.5381	мер
1089	-0.955	-0.9601	мер
1090	0.659	0.6463	мер
1091	0.696	0.6832	мер
1092	-0.229	-0.2375	мер
1093	0.06	0.0502	мер
1094	-1.717	-1.7185	мер
1095	0.449	0.4373	мер
1096	-0.785	-0.7909	мер
1097	0.576	0.5637	мер
1098	-1.338	-1.3412	мер
1099	-1.432	-1.4348	мер
1100	0.173	0.1626	мер
1101	-0.052	-0.0613	мер
1102	1.134	1.1191	мер
1103	-0.791	-0.7968	мер
1104	-1.038	-1.0427	мер
1105	0.035	0.0253	мер
1106	0.798	0.7847	мер
1107	-0.045	-0.0543	мер
1108	-1.183	-1.1870	мер
1109	-0.544	-0.5510	мер
1110	-1.744	-1.7453	мер
1111	1.369	1.3530	мер
1112	0.967	0.9529	мер
1113	-1.125	-1.1293	мер
1114	0.547	0.5349	мер
1115	-1.377	-1.3801	мер
1116	0.465	0.4532	мер
1117	0.168	0.1576	мер
1118	0.184	0.1736	мер
1119	0.819	0.8056	мер
1120	1.638	1.6207	мер
1121	0.83	0.8165	мер
1122	0.675	0.6623	мер
1123	0.218	0.2074	мер
1124	0.893	0.8792	мер
1125	1.899	1.8805	мер
1126	-0.584	-0.5908	мер
1127	1.834	1.8158	мер
1128	0.062	0.0521	мер
1129	0.872	0.8583	мер
1130	-0.28	-0.2882	мер
1131	0.805	0.7916	мер
1132	-0.526	-0.5331	мер
1133	0.429	0.4174	мер
1134	-0.38	-0.3878	мер
1135	-0.404	-0.4117	мер
1136	-0.814	-0.8197	мер
1137	1.129	1.1141	мер
1138	-0.798	-0.8038	мер
1139	1.841	1.8228	мер
1140	-0.189	-0.1977	мер
1141	0.172	0.1616	мер
1142	0.234	0.2233	мер
1143	-0.157	-0.1658	мер
1144	1.42	1.4037	мер
1145	-0.05	-0.0593	мер
1146	-0.856	-0.8615	мер
1147	0.516	0.5040	мер
1148	-1.696	-1.6976	мер
1149	0.668	0.6553	мер
1150	-0.216	-0.2245	мер
1151	-1.412	-1.4149	мер
1152	0.078	0.0681	мер
1153	2.135	2.1154	дю
1154	2.249	2.2288	дю
1155	1.626	1.6088	мер
1156	-0.023	-0.0324	мер
1157	1.205	1.1898	мер
1158	-0.23	-0.2385	мер
1159	-0.596	-0.6027	мер
1160	0.969	0.9549	мер
1161	-0.424	-0.4316	мер
1162	1.341	1.3251	мер
1163	-0.857	-0.8625	мер
1164	1.163	1.1480	мер
1165	-0.364	-0.3718	мер
1166	0.778	0.7648	мер
1167	0.197	0.1865	мер
1168	-1.397	-1.4000	мер
1169	0.865	0.8514	мер
1170	0.543	0.5309	мер
1171	-0.399	-0.4067	мер
1172	-0.568	-0.5749	мер
1173	-0.365	-0.3728	мер
1174	-1.179	-1.1830	мер
1175	0.858	0.8444	мер
1176	-0.683	-0.6893	мер
1177	0.842	0.8285	мер
1178	2.121	2.1014	дю
1179	-0.004	-0.0135	мер
1180	-0.041	-0.0504	мер
1181	0.272	0.2612	мер
1182	-0.28	-0.2882	мер
1183	0.006	-0.0036	мер
1184	0.388	0.3766	мер
1185	0.981	0.9668	мер
1186	0.572	0.5597	мер
1187	0.004	-0.0056	мер
1188	0.621	0.6085	мер
1189	-0.549	-0.5560	мер
